abb,start_index,end_index,cmt,origin,,,,,,,,,,,,,,,,,,,,,
c,38,39,nam hoàng chị mình ở bển cẩn thận nhé c rượu chè ít thôi nhỉ,chị,,,,,,,,,,,,,,,,,,,,,
c,86,87,tại thằng dân cái gì cũng tại dân đụ mẹ cộng sản chứ tao đóng thuế nuôi chúng mày bú c nhau à,cặc,,,,,,,,,,,,,,,,,,,,,
c,23,24,nứng lồn số á ta thích c trinh nhưng géc thằng tiệp vãi,chị,,,,,,,,,,,,,,,,,,,,,
c,40,41,vie nguyễn đâu đó thấp thoáng hình dáng c ấy không hà,cái,,,,,,,,,,,,,,,,,,,,,
c,67,68,ai ở hà nội thì cẩn thận nhé n dùng thuật thôi miên đi zip đỏ biển c,c,,,,,,,,,,,,,,,,,,,,,
c,256,257,biết thì thưa chủ đề không biết ngậm cặc mà nghe cái mồm mày sủa gì tới quan lại tới thằng dân thế cái gia đình mày là phản động không thuộc nhà nước việt nam hay sao mày phán từ quan tới dân tao thấy gia đình nhà mày chắc chức sắc cũng to phán cái đéo gì c,cơ,,,,,,,,,,,,,,,,,,,,,
c,31,32,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,chị,,,,,,,,,,,,,,,,,,,,,
c,102,103,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,chị,,,,,,,,,,,,,,,,,,,,,
c,108,109,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,chị,,,,,,,,,,,,,,,,,,,,,
c,169,170,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,chị,,,,,,,,,,,,,,,,,,,,,
c,231,232,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,chị,,,,,,,,,,,,,,,,,,,,,
c,312,313,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,chị,,,,,,,,,,,,,,,,,,,,,
c,391,392,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,chị,,,,,,,,,,,,,,,,,,,,,
c,414,415,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,chị,,,,,,,,,,,,,,,,,,,,,
c,456,457,mình không quan tâm tới chuyện c linda làm đẹp ra sao những mối quan hệ hay scandal này nọ chuyện của c thì c biết như thế nào nên mình chỉ biết là có những video của c xem mình thấy vui thoải mái những video em xin phép nói với c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c em với bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì em vẫn ủng hộ c ️,chị,,,,,,,,,,,,,,,,,,,,,
c,28,29,cho em xin inf anh nằm cạnh c kim,chị,,,,,,,,,,,,,,,,,,,,,
c,27,28,mèo siêu nhân khanhly pham c trang mua tạm cái bút ntkia bù cho c ly đi,chị,,,,,,,,,,,,,,,,,,,,,
c,64,65,mèo siêu nhân khanhly pham c trang mua tạm cái bút ntkia bù cho c ly đi,chị,,,,,,,,,,,,,,,,,,,,,
c,19,20,chị thấy cái đó là c xỉu liền à chắc chết với cô mình,chị,,,,,,,,,,,,,,,,,,,,,
c,25,26,ấn tượng mỗi cái bút của c,chị,,,,,,,,,,,,,,,,,,,,,
c,5,6,nhin c minh hieu con co duyen còn con di linh ca loc nhin mat no muon cho no an dam,chị,,,,,,,,,,,,,,,,,,,,,
c,242,243,sẵn tiền ởvn thì cho người ta đi chứ quá mỹ rồi tiền không dễ kiếm đâu ở việt nam dễ bị lừa gạt vì với những người trình độ lớp ba trường làng như chị sức lan tỏa rất nhanh vì sự thiếu hiểu biết mũi thì bị lệch miệng thì phun ra toàn địt mẹ c lồn cộng với cái cười vô nghĩa vô thức trông thật tội nghiệp,cặc,,,,,,,,,,,,,,,,,,,,,
c,32,33,con ông cháu cha không thể bằng c,chị,,,,,,,,,,,,,,,,,,,,,
c,41,42,jack hát nhạc vàng thì hợp luyến láy như c,cặc,,,,,,,,,,,,,,,,,,,,,
c,12,13,em muốn gặp c em phải làm sao ạ,chị,,,,,,,,,,,,,,,,,,,,,
c,140,141,nghe chuyện chồng chị mà thấy thương mẹ con vợ của anh chồng ổng lấy vợ sanh con cho tròn chữ hiếu với gia đình rồi lại bỏ theo chị mong là c sẽ giúp đỡ mẹ con kia và cũng chúc anh chị hạnh phúc,chị,,,,,,,,,,,,,,,,,,,,,
c,34,35,anh thư mấy lần đang bú cho chồng c cũng hay cười vậy á cái giờ c thèm ổng đ’ cho c bú nữa,chị,,,,,,,,,,,,,,,,,,,,,
c,64,65,anh thư mấy lần đang bú cho chồng c cũng hay cười vậy á cái giờ c thèm ổng đ’ cho c bú nữa,chị,,,,,,,,,,,,,,,,,,,,,
c,82,83,anh thư mấy lần đang bú cho chồng c cũng hay cười vậy á cái giờ c thèm ổng đ’ cho c bú nữa,chị,,,,,,,,,,,,,,,,,,,,,
c,32,33,trang khánh đọc sơn tùng mtp đi c ba thật thật kiểu gì ấy,chị,,,,,,,,,,,,,,,,,,,,,
c,263,264,theo em nghĩ cả công ty với anh này là sai chả cần đến bên an toàn thực phẩm làm con mẹ vi vì có đem tới kiểm nghị thì chả khác nào làm giàu cho máy cha đó đơn gian điện thoại thẳng công ty đó nói tui có chai nước do công ty anh sảng xuất có con ruồi tui bán lại c,cho,,,,,,,,,,,,,,,,,,,,,
c,8,9,nhà của c này cũng không phải là không có đóng góp gì cho việt nam đâu cứ lên tra g xem johnathan hạnh nguyễn xem bác ấy có đóng góp gì cho kinh tế việt nam nhé ạ,chị,,,,,,,,,,,,,,,,,,,,,
c,8,9,cay vãi c,cặc,,,,,,,,,,,,,,,,,,,,,
c,36,37,trần minh hoài là hình cánh hoa nhé c không phải cái lồn cát ha ha,chị,,,,,,,,,,,,,,,,,,,,,
c,39,40,phim hay nhưng kết không có hậu thương c kris của tao vãi lồn hu hu,chị,,,,,,,,,,,,,,,,,,,,,
c,9,10,nghe nói c nhung là con chủ tịch linh sarang,chị,,,,,,,,,,,,,,,,,,,,,
c,5,6,nghe c kể chuyện cười muốn xỉu,chị,,,,,,,,,,,,,,,,,,,,,
c,13,14,đỉnh tao của c nhung nguyễn,chị,,,,,,,,,,,,,,,,,,,,,
c,124,125,người ta chửi ý thức thôi còn nhà nước việt nam luôn chào đón công dân có tinh thần tự giác bảo vệ bản thân và cộng đồng mà c ý về đtri với tinh thần tự giác khai báo tình trạng sức khỏe và cách ly theo quyết định là điều rất tốt,chị,,,,,,,,,,,,,,,,,,,,,
c,20,21,park kim nhỉ y rang c,chị,,,,,,,,,,,,,,,,,,,,,
c,34,35,nguyen mai thi cũng chung team ah c ha ha,chị,,,,,,,,,,,,,,,,,,,,,
c,16,17,vu em bi xe quá c ơi nhung em không co tien hu hu,chị,,,,,,,,,,,,,,,,,,,,,
c,19,20,cực kì thuyết phục c,chị,,,,,,,,,,,,,,,,,,,,,
c,42,43,lạc bảo xuyên rõ ràng là no việt thiếu ma c,chị,,,,,,,,,,,,,,,,,,,,,
c,23,24,peper tieu trung hoàng c không biết tứ quý át bắt được đôi,chị,,,,,,,,,,,,,,,,,,,,,
c,34,35,phùng khắc hoàng linh cũng thế hả c,chị,,,,,,,,,,,,,,,,,,,,,
c,16,17,chị đẹp gái quá c ơi,chị,,,,,,,,,,,,,,,,,,,,,
c,12,13,dep sang wa c ơi,chị,,,,,,,,,,,,,,,,,,,,,
c,46,47,ai cung thich dep do dieu kien không cho phep c ah,chị,,,,,,,,,,,,,,,,,,,,,
c,0,1,c ơi em chia sẽ rồi nhe c xinh gái mà còn hiểu biết nhiều giàu mà không chảnh như mấy người kia em hâm mộ c lws,chị,,,,,,,,,,,,,,,,,,,,,
c,24,25,c ơi em chia sẽ rồi nhe c xinh gái mà còn hiểu biết nhiều giàu mà không chảnh như mấy người kia em hâm mộ c lws,chị,,,,,,,,,,,,,,,,,,,,,
c,106,107,c ơi em chia sẽ rồi nhe c xinh gái mà còn hiểu biết nhiều giàu mà không chảnh như mấy người kia em hâm mộ c lws,chị,,,,,,,,,,,,,,,,,,,,,
c,18,19,tưởng mua hàu cho c ly,chị,,,,,,,,,,,,,,,,,,,,,
c,6,7,quảng c,cáo,,,,,,,,,,,,,,,,,,,,,
c,0,1,c sửa riết nhìn như bị hư,chị,,,,,,,,,,,,,,,,,,,,,
c,18,19,diệu linh hôm qua c cho em xem cái gì mà tiên đấy đúng không,chị,,,,,,,,,,,,,,,,,,,,,
c,0,1,c noi tryen co duyên quá,chị,,,,,,,,,,,,,,,,,,,,,
c,65,66,học lớp thôi thì bạn nghĩ sẽ nchuyen được tới đâu nhưng cảm thấy c này vui vẻ nhưng sau này sẽ biến chất,chị,,,,,,,,,,,,,,,,,,,,,
c,34,35,quá tường em lựa váy xinh mặc tết c em ơi ️,chị,,,,,,,,,,,,,,,,,,,,,
c,48,49,cung que cũng cho mih không luon sao không biết c nhi,chị,,,,,,,,,,,,,,,,,,,,,
c,119,120,lồn mắc cười toàn lũ ở vùng xa vùng xôi ở nói chung là chỉ biết và thờ cái ba đình đéo làm được gì thì ngậm cái mổm ăn c c lại không nói không ai nói miệng thối đâu mấy con chó dư luận viên ạ,con,,,,,,,,,,,,,,,,,,,,,
c,121,122,lồn mắc cười toàn lũ ở vùng xa vùng xôi ở nói chung là chỉ biết và thờ cái ba đình đéo làm được gì thì ngậm cái mổm ăn c c lại không nói không ai nói miệng thối đâu mấy con chó dư luận viên ạ,cặc,,,,,,,,,,,,,,,,,,,,,
c,35,36,ha ha nói chuyện vui dễ thương quá c ơi đúng chất miền tây á,chị,,,,,,,,,,,,,,,,,,,,,
c,155,156,tình hình dịch bệnh đang rất phức tạp mọi người ra đường nhớ đeo khẩu trang ai sống một mặt thì đeo cái ai sống hai mặt thì đeo cái còn ai sống như con kă c thì nên đeo bao cao su thay khẩu trang,cặc,,,,,,,,,,,,,,,,,,,,,
c,41,42,hình như anh này tổng giám đốc điều hành c nhóm này từng tuyên bố thiết kế điện thoại made in việt nam mà mình chờ mãi không thấy,của,,,,,,,,,,,,,,,,,,,,,
c,14,15,trung minh đã c bi dụng cụ trang điểm mùa dịch chua,chuẩn,,,,,,,,,,,,,,,,,,,,,
c,36,37,keu con linh cá lóc về việt nam đi c hiếu đập vô mặt nó,chị,,,,,,,,,,,,,,,,,,,,,
c,12,13,chi dep quá c ơi su con cho do di c con mat day con cho phan quoc,chị,,,,,,,,,,,,,,,,,,,,,
c,34,35,chi dep quá c ơi su con cho do di c con mat day con cho phan quoc,chị,,,,,,,,,,,,,,,,,,,,,
c,33,34,thể hiện sự bực tức để vậy hiểu c,chưa,,,,,,,,,,,,,,,,,,,,,
c,46,47,nguyễn bích thông báo sang thì không tiếp nhá c,chị,,,,,,,,,,,,,,,,,,,,,
c,48,49,em trang điểm lại cho chị rồi giáng sinh vui vẻ c nhé,chị,,,,,,,,,,,,,,,,,,,,,
c,46,47,địt mẹ kiểm tra nội bộ giống như dùng tay sục c vậy quản trị viên nhỉ,cặc,,,,,,,,,,,,,,,,,,,,,
c,22,23,phương linh trần vâng c ơi em cũng đang buồn cười quá dịch mà về nd chắc cũng đi làm như này mất,chị,,,,,,,,,,,,,,,,,,,,,
c,8,9,nhà các c giàu thế sao không bảo bố c thuê luôn một cái bệnh viện ở london mà chữa trị ý mang toàn quà độc từ đấy về việt nam làm cái gì,chị,,,,,,,,,,,,,,,,,,,,,
c,36,37,nhà các c giàu thế sao không bảo bố c thuê luôn một cái bệnh viện ở london mà chữa trị ý mang toàn quà độc từ đấy về việt nam làm cái gì,chị,,,,,,,,,,,,,,,,,,,,,
c,37,38,minh hoàng cương chạy grab nữa không c,chị,,,,,,,,,,,,,,,,,,,,,
c,37,38,trần thanh hà bài này nó hát vài lần c thuộc lâu rồi,chị,,,,,,,,,,,,,,,,,,,,,
c,0,1,c ba rau xanh um,cái,,,,,,,,,,,,,,,,,,,,,
c,19,20,nguyễn phương thảo c ơi cẩn thận nè,chị,,,,,,,,,,,,,,,,,,,,,
c,45,46,trần hoàng long đĩ mẹ mày con trần hensy của c nè,chị,,,,,,,,,,,,,,,,,,,,,
c,3,4,má c để lại cho c cây vàng c giàu luôn,chị,,,,,,,,,,,,,,,,,,,,,
c,16,17,má c để lại cho c cây vàng c giàu luôn,chị,,,,,,,,,,,,,,,,,,,,,
c,27,28,má c để lại cho c cây vàng c giàu luôn,chị,,,,,,,,,,,,,,,,,,,,,
c,46,47,huyền khánh phùng thuyền thì đến bến lại chìm c thì đến đít không kìm được đâu,chị,,,,,,,,,,,,,,,,,,,,,
c,17,18,nhìn cái bút của c em cũng biết c cũng đéo phải dạng vừa,chị,,,,,,,,,,,,,,,,,,,,,
c,32,33,nhìn cái bút của c em cũng biết c cũng đéo phải dạng vừa,chị,,,,,,,,,,,,,,,,,,,,,
c,37,38,trần thanh hà thần tượng của con gái c luôn,chị,,,,,,,,,,,,,,,,,,,,,
c,252,253,không chết vì ông nhiễm cũng chết vì hoá chất còn không lại chết vì tai nạn giao thông hoặc chết vì ung thư hay bệnh tật quá lắm là chết vì tàu xăm lăng thôi thằng quản trị viên mày lo nhiều quá nên đăng tải lung tung chứ dân việt nam mình đồng da sắt c tao bằng bù lồn mà sợ chi ha ha,chúng,,,,,,,,,,,,,,,,,,,,,
c,0,1,c tre mai không da vây c yêu,chị,,,,,,,,,,,,,,,,,,,,,
c,23,24,c tre mai không da vây c yêu,chị,,,,,,,,,,,,,,,,,,,,,
c,17,18,lan bánh bèo chỗ c gần đây không xế,chị,,,,,,,,,,,,,,,,,,,,,
c,25,26,phờ thờ lồn hờ là sao hở c em không hỉu,chị,,,,,,,,,,,,,,,,,,,,,
c,9,10,giang hồ c nói xạo khi nào nó bắt con quỷ này trực tiếp lên mới tin chứ mấy thag giag hồ ra quai vậy thôi chỉ được cái mieg,chị,,,,,,,,,,,,,,,,,,,,,
c,20,21,lu thụy anh y chang c em mình ha ha,chị,,,,,,,,,,,,,,,,,,,,,
c,19,20,muốn biết facebook c tên gì quá,chị,,,,,,,,,,,,,,,,,,,,,
c,105,106,địt mẹ bực bội tức tối cay cú rồ người lên rồi mà không được cất lời ca xả cơn tức thì khác éo gì ngậm c ức vẫn thấy thơm,cặc,,,,,,,,,,,,,,,,,,,,,
c,11,12,trời ơi da c đẹp ghê luôn bóng mịn căng nữa,chị,,,,,,,,,,,,,,,,,,,,,
c,9,10,thi ribi c kế toán nên xem,chị,,,,,,,,,,,,,,,,,,,,,
c,4,5,đéo c lồn c mày mày mày ngu vừa thôi dành ít ngu cho con khác để bọn tao còn kiếm chác chứ,cái,,,,,,,,,,,,,,,,,,,,,
c,11,12,đéo c lồn c mày mày mày ngu vừa thôi dành ít ngu cho con khác để bọn tao còn kiếm chác chứ,con,,,,,,,,,,,,,,,,,,,,,
c,0,1,c chi càng ngày càng đẹp gái ngê nhìn hoài không chán,chị,,,,,,,,,,,,,,,,,,,,,
c,18,19,vậy phốt tập đoàn c nhóm điện thoại đây ạ giờ chuyển sang bán áo vest,của,,,,,,,,,,,,,,,,,,,,,
c,271,272,không xem video giới thiệu không biết nó như thế nào xem trên thông tin thì thấy chính kịch gì đó được xem thử không kì vọng nên lại vượt ngoài tưởng tượng là một đứa coi phim dễ bị chán bởi các chi tiết tối khó nhìn hay chuyển ảnh nhưng tao lại bị hút từ đầu phim đến c,cuối,,,,,,,,,,,,,,,,,,,,,
c,8,9,y chang c quỳnh đà lạt,chị,,,,,,,,,,,,,,,,,,,,,
c,251,252,có khối người khối dn rồi cn cứ nói đừng quan tâm đến chính trị chính em gì chi cho mệt cứ lo làm kiếm tiền nuôi thân nuôi gia đình mà đâu biết công sức làm ra thì phải chịu thuế phí vô lý liên quan đến các dịch vụ vận c,chuyển,,,,,,,,,,,,,,,,,,,,,
c,13,14,hương thảo à c cũng nghe câu hôm trước thì phải,chị,,,,,,,,,,,,,,,,,,,,,
c,69,70,mình không đồng tình với mụ này nhưng mình lại kết cái câu bạn không c đẻ vì mình thấy bọn bạn không đa phần sống rất chó nên mình cũng rất ghét xin lỗi những người ít ỏi bạn không có đạo đức nhé,chó,,,,,,,,,,,,,,,,,,,,,
c,43,44,có dbt của linh viêt kiều này không có cho c xin,chị,,,,,,,,,,,,,,,,,,,,,
